Transaction_ID,Date,Account_Number,Transaction_Type,Amount,Currency,Counterparty,Category,Payment_Method,Risk_Incident,Risk_Type,Incident_Severity,Error_Code,User_ID,System_Latency,Login_Frequency,Failed_Attempts,IP_Region
TXN04911,2024-10-10,145502,Refund,4406.63,USD,"Miller, Baker and Calhoun",Operations,Credit Card,1,Fraud,Medium,E002,U044,250.31,2,5,LC
TXN04912,2024-03-07,617089,Credit,2746.89,USD,"Thompson, Morales and Fisher",Operations,Cash,0,None,None,None,U077,121.63,1,1,JP
TXN04913,2024-10-16,133717,Debit,753.52,USD,Coleman-Hurley,Payroll,Cash,0,None,None,None,U251,102.61,10,0,MC
TXN04914,2024-04-20,606634,Refund,1612.58,USD,Ross-Santos,Inventory,Cash,0,None,None,None,U023,498.21,9,0,BB
TXN04915,2024-01-16,580719,Refund,7231.26,USD,Ford Ltd,Marketing,Cash,0,None,None,None,U245,338.42,2,4,NR
TXN04916,2024-04-20,623879,Debit,9415.53,USD,Richardson Ltd,Sales,Cash,1,Error,High,F001,U116,278.55,1,0,CU
TXN04917,2024-01-17,591031,Credit,5933.47,USD,Mcbride-Hernandez,Sales,Credit Card,0,None,None,None,U093,248.95,1,2,MA
TXN04918,2024-09-10,185738,Debit,9520.93,USD,Duncan-Vasquez,Operations,Credit Card,0,None,None,None,U310,349.84,10,3,PY
TXN04919,2024-09-02,876918,Credit,9467.61,USD,"Gardner, Lewis and Sparks",Marketing,Credit Card,0,None,None,None,U343,129.81,5,0,KI
TXN04920,2024-09-24,174515,Debit,7814.47,USD,"Wright, Davis and Carson",Inventory,Credit Card,0,None,None,None,U295,279.66,5,4,SB
TXN04921,2024-01-21,321311,Refund,3906.73,USD,Henderson-Perry,Payroll,Cash,1,Fraud,Low,E002,U325,317.38,4,0,CL
TXN04922,2024-06-11,675617,Credit,9597.72,USD,"Goodwin, Payne and Monroe",Payroll,Cash,0,None,None,None,U203,207.98,1,0,SZ
TXN04923,2024-02-20,118886,Refund,7067.82,USD,Stokes LLC,Payroll,Cash,0,None,None,None,U427,339.43,1,2,YE
TXN04924,2024-02-06,898663,Refund,2505.96,USD,Dean-Maldonado,Operations,Credit Card,1,Fraud,High,F001,U248,323.64,3,5,MM
TXN04925,2024-01-13,845345,Debit,9869.42,USD,Murray-Carter,Inventory,Credit Card,0,None,None,None,U464,409.04,8,1,AT
TXN04926,2024-04-24,330649,Refund,5865.28,USD,Anderson-Robinson,Sales,Credit Card,0,None,None,None,U396,198.54,8,5,OM
TXN04927,2024-01-08,597616,Credit,602.58,USD,"Harvey, Wilson and Walker",Operations,Bank Transfer,0,None,None,None,U308,101.25,4,4,NG
TXN04928,2024-06-01,490244,Refund,570.58,USD,Henry-Herrera,Inventory,Bank Transfer,0,None,None,None,U324,277.71,3,3,KG
TXN04929,2024-11-11,712737,Debit,3433.49,USD,"Reyes, Ortiz and Kent",Inventory,Credit Card,0,None,None,None,U330,211.32,1,4,AO
TXN04930,2024-07-31,647190,Debit,5383.58,USD,Ford Inc,Marketing,Credit Card,1,Misstatement,Medium,F001,U493,360.01,7,5,NA
TXN04931,2024-07-01,559013,Credit,4386.86,USD,Buck-Snyder,Inventory,Cash,0,None,None,None,U069,455.16,6,1,CD
TXN04932,2024-10-31,697217,Debit,2849.51,USD,Moore PLC,Sales,Bank Transfer,0,None,None,None,U051,421.58,7,1,AF
TXN04933,2024-02-29,169764,Refund,4723.69,USD,Lopez-Richard,Payroll,Cash,1,Error,Low,F001,U398,317.49,10,2,LR
TXN04934,2024-05-16,544523,Credit,8809.69,USD,"Brown, Johnson and Burns",Marketing,Credit Card,0,None,None,None,U296,138.29,5,0,AZ
TXN04935,2024-06-13,512127,Credit,749.15,USD,"Knox, Mcclain and Myers",Inventory,Bank Transfer,0,None,None,None,U134,417.19,3,0,LR
TXN04936,2024-03-13,543486,Credit,9772.02,USD,Martin-Paul,Sales,Credit Card,0,None,None,None,U349,278.15,8,5,BE
TXN04937,2024-06-30,927042,Credit,7327.17,USD,Sullivan-Wilson,Inventory,Cash,1,Misstatement,Medium,M003,U069,368.46,7,5,RU
TXN04938,2024-05-26,141720,Credit,8244.86,USD,Ford PLC,Operations,Credit Card,0,None,None,None,U481,329.95,4,1,BS
TXN04939,2024-11-30,201805,Refund,8740.77,USD,Butler Ltd,Operations,Credit Card,0,None,None,None,U493,258.28,9,2,TG
TXN04940,2024-05-25,359886,Credit,5902.19,USD,Wright and Sons,Payroll,Cash,0,None,None,None,U033,222.48,1,1,TD
TXN04941,2024-08-28,345750,Credit,5745.14,USD,Rivas Inc,Payroll,Bank Transfer,0,None,None,None,U201,246.5,9,2,PK
TXN04942,2024-12-05,713506,Debit,5622.75,USD,Gardner-Snow,Operations,Credit Card,0,None,None,None,U275,223.43,3,0,MG
TXN04943,2024-02-13,191624,Credit,4388.23,USD,Armstrong-Riley,Sales,Credit Card,0,None,None,None,U224,275.85,7,2,BA
TXN04944,2024-04-22,514976,Debit,3285.14,USD,"Chavez, Miller and Clark",Marketing,Credit Card,0,None,None,None,U357,295.31,4,4,YE
TXN04945,2024-09-14,385342,Refund,5470.39,USD,Lee Group,Operations,Cash,0,None,None,None,U452,493.48,3,5,MW
TXN04946,2024-11-07,417473,Refund,6610.3,USD,Moore-Henry,Payroll,Bank Transfer,1,Fraud,High,F001,U411,106.21,7,3,SA
TXN04947,2024-09-08,225812,Refund,5571.18,USD,"Galvan, Howell and Douglas",Inventory,Cash,0,None,None,None,U317,465.51,8,1,UZ
TXN04948,2024-03-18,778577,Refund,8174.93,USD,Johns and Sons,Marketing,Credit Card,0,None,None,None,U001,467.29,7,0,NL
TXN04949,2024-12-25,535552,Debit,6898.81,USD,Brown PLC,Payroll,Bank Transfer,0,None,None,None,U146,228.76,4,0,EG
TXN04950,2024-09-03,772232,Credit,1413.27,USD,"Wright, Morales and Lee",Inventory,Cash,0,None,None,None,U295,477.33,2,3,PH
TXN04951,2024-07-29,227583,Debit,7701.36,USD,"Gray, Bartlett and Marsh",Marketing,Credit Card,0,None,None,None,U435,307.51,2,1,MK
TXN04952,2024-04-30,655592,Refund,8708.55,USD,Gray-Allen,Marketing,Bank Transfer,0,None,None,None,U395,441.62,5,3,GH
TXN04953,2024-07-30,140305,Debit,6995.52,USD,Greer Group,Payroll,Credit Card,0,None,None,None,U265,466.89,4,4,UZ
TXN04954,2024-06-25,954381,Refund,7393.19,USD,Richards-Nichols,Inventory,Cash,0,None,None,None,U294,320.71,2,2,SZ
TXN04955,2024-04-12,630538,Credit,9572.43,USD,"Martin, Brown and Thomas",Sales,Cash,0,None,None,None,U289,140.45,1,2,AE
TXN04956,2024-07-22,778848,Refund,3618.68,USD,"Johnson, Cohen and Lloyd",Marketing,Cash,0,None,None,None,U031,149.73,8,0,TH
TXN04957,2024-01-12,912010,Credit,7729.3,USD,Shea-Davis,Operations,Bank Transfer,0,None,None,None,U327,304.47,6,4,SI
TXN04958,2024-08-04,345973,Credit,7475.26,USD,Burke-Goodwin,Operations,Cash,0,None,None,None,U211,367.1,4,3,TL
TXN04959,2024-09-16,178038,Debit,2155.98,USD,"Daniels, Evans and Williams",Inventory,Cash,0,None,None,None,U190,424.45,10,3,NZ
TXN04960,2024-10-08,219756,Debit,3219.46,USD,Wong and Sons,Inventory,Credit Card,0,None,None,None,U166,325.86,9,3,TN
TXN04961,2024-08-04,458582,Debit,2284.55,USD,Sparks-Wilson,Sales,Cash,0,None,None,None,U443,398.41,8,5,MG
TXN04962,2024-10-05,564409,Debit,3628.42,USD,Trujillo-Warner,Marketing,Cash,0,None,None,None,U028,306.99,2,4,SR
TXN04963,2024-03-26,680581,Credit,1997.86,USD,Campos Ltd,Payroll,Cash,0,None,None,None,U368,228.8,5,4,DO
TXN04964,2024-10-02,248711,Credit,9714.67,USD,Young-Adkins,Marketing,Cash,0,None,None,None,U441,422.39,2,3,NO
TXN04965,2024-05-24,606885,Refund,2597.67,USD,"Clark, Hughes and Rios",Marketing,Cash,0,None,None,None,U029,154.51,5,0,PG
TXN04966,2024-05-20,350029,Credit,6040.13,USD,Smith-Bruce,Payroll,Bank Transfer,0,None,None,None,U150,464.28,3,5,FI
TXN04967,2024-05-03,106189,Debit,9327.49,USD,"Carson, Warren and Ramirez",Operations,Credit Card,1,Misstatement,Medium,F001,U490,212.13,7,3,BZ
TXN04968,2024-12-31,489178,Credit,1411.3,USD,Neal LLC,Marketing,Cash,0,None,None,None,U213,292.5,5,3,GQ
TXN04969,2024-07-31,476396,Refund,6425.98,USD,"Lopez, Holland and Mcclain",Inventory,Cash,1,Fraud,Medium,E002,U304,490.11,3,5,HN
TXN04970,2024-10-29,143182,Debit,4279.04,USD,"Rivera, Barnes and Taylor",Marketing,Cash,0,None,None,None,U390,405.51,10,4,MD
TXN04971,2024-07-01,431340,Debit,8062.59,USD,"Hahn, Evans and Mills",Inventory,Credit Card,0,None,None,None,U043,484.61,4,3,TR
TXN04972,2024-05-08,516079,Credit,7982.99,USD,"Lawrence, Avila and Johnson",Marketing,Credit Card,1,Error,High,M003,U087,306.18,1,5,NG
TXN04973,2024-11-22,629699,Credit,8318.43,USD,"Campos, Carpenter and Smith",Marketing,Cash,0,None,None,None,U208,394.53,7,1,BD
TXN04974,2024-05-15,369415,Refund,612.26,USD,Stephens Ltd,Sales,Credit Card,0,None,None,None,U056,187.67,5,4,LS
TXN04975,2024-02-10,610190,Debit,9896.53,USD,"Ball, Richard and Clark",Marketing,Credit Card,0,None,None,None,U234,128.06,7,3,CU
TXN04976,2024-10-15,961571,Credit,3741.01,USD,"Garcia, Martinez and Davis",Sales,Cash,0,None,None,None,U468,248.44,2,1,BA
TXN04977,2024-09-14,547922,Refund,5661.49,USD,Friedman PLC,Marketing,Bank Transfer,0,None,None,None,U366,408.06,5,5,AE
TXN04978,2024-02-27,117979,Debit,9956.59,USD,Johnson-Stewart,Operations,Cash,0,None,None,None,U024,140.13,4,0,IN
TXN04979,2024-07-02,720053,Debit,9598.28,USD,Johnson LLC,Payroll,Credit Card,0,None,None,None,U163,453.7,9,2,KZ
TXN04980,2024-03-04,827467,Credit,8732.08,USD,Taylor-Gonzalez,Inventory,Credit Card,0,None,None,None,U188,422.74,4,1,AO
TXN04981,2024-11-26,333990,Credit,3277.43,USD,Robinson-Guzman,Inventory,Credit Card,1,Misstatement,Medium,M003,U127,193.94,9,4,CH
TXN04982,2024-11-13,473820,Debit,5392.71,USD,"Moore, Vasquez and Diaz",Payroll,Cash,0,None,None,None,U358,397.4,2,3,EG
TXN04983,2024-05-13,117122,Debit,2833.64,USD,Martinez Group,Operations,Cash,0,None,None,None,U218,278.5,7,2,NL
TXN04984,2024-11-09,311930,Refund,3344.19,USD,"Scott, Taylor and Hart",Inventory,Bank Transfer,0,None,None,None,U325,106.45,8,5,CV
TXN04985,2024-07-17,961895,Debit,680.42,USD,Lowery-Yu,Operations,Credit Card,0,None,None,None,U063,264.39,5,4,LA
TXN04986,2024-04-20,845588,Credit,764.77,USD,Fowler LLC,Operations,Credit Card,0,None,None,None,U345,372.43,3,5,LT
TXN04987,2024-10-17,602906,Debit,930.51,USD,Graham-Douglas,Operations,Cash,0,None,None,None,U079,297.37,9,0,BJ
TXN04988,2024-09-27,272158,Debit,5587.32,USD,"Vasquez, Nelson and Collins",Payroll,Credit Card,0,None,None,None,U118,357.85,10,0,PE
TXN04989,2024-11-28,231055,Refund,1132.23,USD,Phillips Inc,Payroll,Bank Transfer,0,None,None,None,U156,365.0,6,0,KW
TXN04990,2024-01-16,572660,Credit,1590.66,USD,"Mills, Rodriguez and Copeland",Sales,Credit Card,0,None,None,None,U239,260.64,5,5,DJ
TXN04991,2024-07-20,248003,Refund,5139.87,USD,James Ltd,Marketing,Cash,1,Misstatement,Low,F001,U269,406.22,1,2,NI
TXN04992,2024-04-05,666327,Credit,8516.34,USD,"Nguyen, Richards and Cox",Marketing,Bank Transfer,0,None,None,None,U400,193.17,6,0,GE
TXN04993,2024-12-19,596037,Credit,5743.51,USD,Yoder-Martinez,Sales,Credit Card,0,None,None,None,U189,139.95,9,0,NG
TXN04994,2024-01-13,764822,Credit,4689.78,USD,Heath LLC,Operations,Cash,0,None,None,None,U461,415.51,5,5,PT
TXN04995,2024-12-18,829554,Credit,6505.24,USD,Pacheco Inc,Payroll,Bank Transfer,0,None,None,None,U121,127.64,8,0,TJ
TXN04996,2024-03-02,486435,Credit,1916.97,USD,Andrews LLC,Payroll,Bank Transfer,1,Error,Low,F001,U401,272.3,5,4,MM
TXN04997,2024-07-25,244787,Debit,740.1,USD,"Freeman, Wilcox and Brown",Operations,Credit Card,0,None,None,None,U397,137.32,4,5,BT
TXN04998,2024-08-28,508047,Debit,6842.69,USD,Jimenez-Craig,Inventory,Cash,0,None,None,None,U273,141.74,9,1,BN
TXN04999,2024-12-17,723989,Refund,8179.38,USD,Ellis-Wallace,Inventory,Cash,0,None,None,None,U134,485.22,10,2,VE
TXN05000,2024-04-26,437786,Debit,4662.49,USD,Smith Inc,Payroll,Bank Transfer,0,None,None,None,U487,232.96,5,4,GD
TXN05001,2024-03-26,432750,Refund,8894.66,USD,Gibson-White,Marketing,Cash,0,None,None,None,U413,397.43,8,5,ZW
TXN05002,2024-07-06,813711,Credit,9943.55,USD,Hawkins Inc,Operations,Credit Card,0,None,None,None,U110,110.22,6,1,IN
TXN05003,2024-01-30,551522,Debit,1530.53,USD,Murphy Ltd,Marketing,Credit Card,1,Error,Low,F001,U208,197.96,3,1,MH
TXN05004,2024-01-31,315050,Credit,3310.99,USD,Taylor-Gonzalez,Payroll,Credit Card,0,None,None,None,U287,182.22,9,0,MG
TXN05005,2024-06-05,482032,Refund,1824.92,USD,Wilson-Matthews,Inventory,Bank Transfer,1,Misstatement,High,M003,U074,145.64,10,3,EC
TXN05006,2024-12-26,181958,Debit,5756.49,USD,Hendrix Ltd,Sales,Cash,0,None,None,None,U234,176.13,8,2,KZ
TXN05007,2024-07-08,591153,Debit,4545.93,USD,Mendoza-Dickerson,Inventory,Cash,0,None,None,None,U182,374.07,3,0,ST
TXN05008,2024-07-18,302899,Refund,7813.32,USD,Alexander PLC,Marketing,Bank Transfer,0,None,None,None,U460,192.15,5,0,JM
TXN05009,2024-07-20,645009,Debit,7397.19,USD,Montoya-Stephens,Marketing,Credit Card,0,None,None,None,U452,297.16,6,3,HT
TXN05010,2024-05-16,390991,Refund,9485.55,USD,Long Ltd,Payroll,Cash,0,None,None,None,U078,130.87,10,3,HN
TXN05011,2024-06-10,583792,Refund,8895.08,USD,Robles-Murphy,Inventory,Bank Transfer,0,None,None,None,U269,286.6,8,4,SM
TXN05012,2024-05-18,964254,Debit,4020.65,USD,"Pierce, Barnett and Perez",Payroll,Cash,0,None,None,None,U330,409.58,10,1,RS
TXN05013,2024-10-22,867113,Debit,2945.2,USD,"Fitzpatrick, Paul and Wood",Sales,Cash,0,None,None,None,U137,185.96,9,2,UY
TXN05014,2024-03-21,751577,Refund,6240.66,USD,"Waller, Gallegos and Prince",Sales,Bank Transfer,0,None,None,None,U267,328.89,10,0,ZW
TXN05015,2024-05-08,159937,Credit,3905.58,USD,Soto-Avila,Marketing,Credit Card,0,None,None,None,U051,360.85,9,2,MM
TXN05016,2024-05-03,584554,Credit,95.29,USD,"Harris, Bowman and Santiago",Inventory,Cash,0,None,None,None,U430,110.99,3,1,BA
TXN05017,2024-03-11,115519,Debit,3230.62,USD,Smith-Beck,Marketing,Cash,0,None,None,None,U037,139.01,3,4,LS
TXN05018,2025-01-06,590487,Debit,1513.44,USD,"King, Harris and Mitchell",Operations,Bank Transfer,0,None,None,None,U090,315.38,5,4,BI
TXN05019,2024-05-04,956550,Credit,8557.19,USD,Phillips-Burns,Operations,Credit Card,0,None,None,None,U020,154.85,6,0,BT
TXN05020,2024-06-22,700023,Refund,5847.92,USD,Hill-Cantrell,Sales,Cash,1,Error,Medium,M003,U050,120.34,6,0,MR
TXN05021,2024-09-24,647238,Refund,7680.11,USD,"Wood, Rojas and Martinez",Sales,Bank Transfer,0,None,None,None,U280,105.83,5,2,SR
TXN05022,2024-05-27,432453,Credit,5328.32,USD,Gallagher-Alvarez,Payroll,Bank Transfer,0,None,None,None,U131,493.99,1,4,VN
TXN05023,2024-02-19,834036,Debit,6539.59,USD,"Kim, Bauer and Cunningham",Marketing,Bank Transfer,1,Error,Low,F001,U035,248.43,5,3,BE
TXN05024,2024-11-21,404948,Debit,2011.31,USD,"Johnson, Doyle and Nolan",Marketing,Bank Transfer,0,None,None,None,U317,151.84,3,0,PE
TXN05025,2024-02-06,272466,Debit,8217.03,USD,"Davidson, Cook and Morgan",Marketing,Cash,1,Fraud,High,M003,U265,290.73,2,2,HT
TXN05026,2024-08-31,428615,Credit,9254.31,USD,Wallace-Wilkerson,Sales,Cash,0,None,None,None,U049,422.58,1,2,SZ
TXN05027,2024-06-16,424555,Credit,8933.5,USD,Perez-Miller,Payroll,Cash,0,None,None,None,U415,256.46,1,3,MW
TXN05028,2024-12-28,462638,Credit,7151.9,USD,Vega Inc,Marketing,Credit Card,0,None,None,None,U279,431.25,2,4,IT
TXN05029,2024-10-31,249397,Refund,5772.79,USD,"Olson, Moore and Collins",Marketing,Credit Card,0,None,None,None,U007,279.51,5,0,UA
TXN05030,2024-01-19,545435,Refund,1896.59,USD,"Hill, Keller and Webb",Payroll,Bank Transfer,0,None,None,None,U178,377.11,10,2,GD
TXN05031,2024-07-14,373380,Refund,1491.36,USD,Castro PLC,Operations,Bank Transfer,0,None,None,None,U488,150.79,10,0,VE
TXN05032,2024-01-08,396140,Refund,3091.73,USD,Robinson-Cook,Sales,Bank Transfer,0,None,None,None,U068,272.64,7,4,DK
TXN05033,2024-04-27,961277,Credit,1017.96,USD,Diaz Inc,Sales,Credit Card,0,None,None,None,U019,208.01,2,2,MG
TXN05034,2024-02-02,109796,Credit,5338.89,USD,Lewis Ltd,Sales,Cash,0,None,None,None,U054,291.27,2,5,DM
TXN05035,2024-12-12,707176,Refund,9445.5,USD,Washington-Braun,Marketing,Cash,0,None,None,None,U030,158.97,8,5,CN
TXN05036,2024-08-26,773121,Debit,404.13,USD,"Bailey, Carter and Newton",Marketing,Cash,0,None,None,None,U329,451.63,8,4,BG
TXN05037,2024-01-27,416442,Credit,1281.96,USD,Shaw-Wilson,Marketing,Credit Card,0,None,None,None,U290,468.39,9,5,FM
TXN05038,2024-08-07,978161,Credit,3491.71,USD,Reed and Sons,Operations,Bank Transfer,1,Misstatement,Low,E002,U344,124.25,6,2,VU
TXN05039,2024-01-15,691691,Credit,701.98,USD,Green-Weber,Inventory,Cash,0,None,None,None,U150,269.84,5,5,SA
TXN05040,2024-11-02,563162,Debit,8706.85,USD,Kim LLC,Payroll,Credit Card,1,Error,Low,M003,U261,231.39,6,0,DZ
TXN05041,2024-09-01,144292,Debit,9285.37,USD,Thompson Inc,Operations,Cash,0,None,None,None,U185,153.76,4,3,PS
TXN05042,2024-12-12,597112,Credit,6585.09,USD,Andrade-Mitchell,Payroll,Bank Transfer,0,None,None,None,U115,364.23,10,5,SB
TXN05043,2024-12-03,728386,Debit,2025.0,USD,Wilson PLC,Operations,Cash,0,None,None,None,U124,109.63,1,0,GM
TXN05044,2024-02-22,458716,Debit,1641.26,USD,"Soto, Fields and Jones",Marketing,Bank Transfer,0,None,None,None,U043,386.6,6,2,CR
TXN05045,2024-12-11,684125,Debit,9910.13,USD,Davis Ltd,Operations,Bank Transfer,0,None,None,None,U387,187.54,8,1,IR
TXN05046,2024-06-20,276925,Refund,2337.46,USD,Allen-Dennis,Operations,Bank Transfer,0,None,None,None,U258,422.83,10,0,AU
TXN05047,2024-10-27,931979,Debit,9199.58,USD,Hawkins Group,Marketing,Bank Transfer,0,None,None,None,U173,476.02,9,2,NO
TXN05048,2024-03-28,330313,Debit,7725.73,USD,"Horn, Kim and Shepherd",Inventory,Cash,0,None,None,None,U468,349.71,7,3,CD
TXN05049,2024-06-07,695577,Refund,282.69,USD,Bradford-Smith,Sales,Credit Card,0,None,None,None,U107,147.86,7,1,EG
TXN05050,2024-12-28,492370,Debit,8777.6,USD,Williams-Saunders,Operations,Credit Card,0,None,None,None,U472,109.69,3,0,GY
TXN05051,2024-02-22,669275,Refund,9444.42,USD,Bryant-Johnson,Inventory,Bank Transfer,0,None,None,None,U033,280.12,7,4,KG
TXN05052,2024-12-06,514202,Refund,1239.87,USD,Edwards-Davis,Operations,Bank Transfer,0,None,None,None,U274,163.56,10,3,CI
TXN05053,2024-10-14,564281,Debit,9480.66,USD,White PLC,Payroll,Credit Card,0,None,None,None,U114,458.95,3,4,TT
TXN05054,2024-07-03,299611,Debit,263.98,USD,"Curry, Ayers and Padilla",Marketing,Bank Transfer,0,None,None,None,U178,391.3,4,4,DJ
TXN05055,2024-09-27,912540,Credit,8676.65,USD,Moss-Webb,Marketing,Credit Card,0,None,None,None,U086,348.56,4,3,SV
TXN05056,2024-01-20,569388,Refund,8543.34,USD,"Wall, Taylor and Michael",Sales,Cash,0,None,None,None,U145,290.67,10,2,MX
TXN05057,2024-11-26,689447,Refund,2093.76,USD,Estrada PLC,Operations,Cash,0,None,None,None,U308,425.08,6,1,HU
TXN05058,2024-09-06,997180,Debit,501.65,USD,"Patrick, Daniels and Ramirez",Marketing,Cash,0,None,None,None,U240,487.88,4,3,LT
TXN05059,2024-10-02,208997,Credit,4391.08,USD,Murray-Levy,Sales,Credit Card,0,None,None,None,U434,109.08,1,1,CY
TXN05060,2024-02-13,908361,Refund,1994.39,USD,Torres-Wheeler,Inventory,Bank Transfer,0,None,None,None,U456,193.66,1,1,JP
TXN05061,2024-07-08,141545,Credit,7712.13,USD,"Contreras, Moreno and Yang",Sales,Credit Card,1,Fraud,Low,F001,U207,378.13,3,1,BH
TXN05062,2024-03-18,517909,Refund,5906.27,USD,Horton Ltd,Operations,Cash,1,Fraud,Medium,M003,U234,380.69,6,5,LT
TXN05063,2024-03-24,576836,Refund,1255.25,USD,"Taylor, Jones and Flowers",Operations,Credit Card,0,None,None,None,U325,104.47,6,4,VN
TXN05064,2024-02-15,570564,Debit,9692.75,USD,"Macdonald, Murphy and Quinn",Operations,Bank Transfer,0,None,None,None,U025,491.4,4,2,KN
TXN05065,2024-08-22,107594,Refund,5071.97,USD,"Reid, Gaines and Smith",Marketing,Credit Card,0,None,None,None,U262,139.49,10,2,AZ
TXN05066,2024-05-02,268787,Debit,5787.25,USD,Webb-Cantu,Marketing,Cash,0,None,None,None,U333,341.8,6,0,PE
TXN05067,2024-09-23,766452,Refund,5169.8,USD,Meyer-Jackson,Payroll,Cash,0,None,None,None,U188,420.89,3,1,FJ
TXN05068,2024-10-31,313100,Debit,1637.2,USD,Alvarez Inc,Inventory,Bank Transfer,0,None,None,None,U330,486.89,6,1,CI
TXN05069,2024-06-13,742004,Refund,2104.28,USD,Hull-Stephens,Inventory,Bank Transfer,1,Misstatement,Low,E002,U202,265.76,7,5,DK
TXN05070,2024-02-01,386333,Debit,9407.55,USD,Harrison-Norris,Payroll,Bank Transfer,0,None,None,None,U063,443.88,4,1,KN
TXN05071,2024-02-26,988022,Debit,7409.01,USD,"Martin, Lopez and Brewer",Inventory,Bank Transfer,0,None,None,None,U383,475.02,8,2,CL
TXN05072,2024-05-20,778175,Refund,3590.32,USD,Gregory LLC,Operations,Bank Transfer,0,None,None,None,U178,398.98,8,4,ZW
TXN05073,2024-06-15,178078,Debit,9953.62,USD,Reyes-Williams,Sales,Credit Card,0,None,None,None,U437,211.07,4,5,CR
TXN05074,2024-03-08,925262,Credit,4157.13,USD,Kemp-Franklin,Sales,Credit Card,0,None,None,None,U472,274.17,2,0,VA
TXN05075,2024-04-29,589795,Credit,2111.17,USD,"Curry, Nunez and Frank",Payroll,Credit Card,1,Fraud,Low,E002,U319,480.58,3,1,SG
TXN05076,2024-11-18,337530,Credit,917.0,USD,Adams-Collins,Marketing,Bank Transfer,0,None,None,None,U375,278.68,6,5,KI
TXN05077,2024-04-27,309648,Debit,5074.03,USD,Lee LLC,Payroll,Credit Card,0,None,None,None,U305,498.75,3,0,TD
TXN05078,2024-01-20,702471,Refund,4785.01,USD,Mckay and Sons,Inventory,Credit Card,0,None,None,None,U093,378.81,5,0,GH
TXN05079,2024-02-04,432983,Credit,5092.27,USD,Miller and Sons,Operations,Cash,0,None,None,None,U137,315.45,6,1,PW
TXN05080,2024-10-07,130069,Credit,9449.52,USD,Richmond-Williams,Marketing,Credit Card,0,None,None,None,U404,131.78,9,3,PG
TXN05081,2024-04-14,807452,Refund,171.29,USD,Campbell Ltd,Payroll,Bank Transfer,0,None,None,None,U384,391.66,8,5,JP
TXN05082,2024-03-09,162265,Debit,3806.49,USD,"Jones, Jackson and Brown",Operations,Cash,0,None,None,None,U484,205.42,1,3,PH
TXN05083,2024-05-17,986131,Debit,4205.94,USD,Glover-Donaldson,Marketing,Bank Transfer,0,None,None,None,U384,498.42,2,0,FI
TXN05084,2024-02-10,186728,Refund,9616.07,USD,Garcia-Jennings,Marketing,Cash,0,None,None,None,U009,113.45,4,0,CF
TXN05085,2024-03-18,410877,Refund,1009.66,USD,Gallagher-Tucker,Payroll,Credit Card,0,None,None,None,U014,225.84,2,1,BE
TXN05086,2024-06-02,436777,Refund,3610.32,USD,"Davis, Walker and Campbell",Marketing,Credit Card,0,None,None,None,U374,122.21,2,1,DM
TXN05087,2024-07-06,151670,Debit,3106.72,USD,"Mendoza, Santiago and Gray",Marketing,Credit Card,0,None,None,None,U159,483.1,2,1,BS
TXN05088,2024-07-10,370751,Credit,662.4,USD,"Lee, Morales and Simmons",Sales,Credit Card,0,None,None,None,U095,244.63,8,2,BS
TXN05089,2024-12-02,737057,Credit,9459.95,USD,Martinez-Jackson,Sales,Cash,0,None,None,None,U191,133.97,6,4,TW
TXN05090,2024-03-21,724533,Refund,6523.5,USD,"Davis, Coleman and Smith",Payroll,Credit Card,0,None,None,None,U143,457.42,2,1,CL
TXN05091,2024-12-21,168031,Debit,2301.29,USD,Sherman-Crosby,Payroll,Bank Transfer,0,None,None,None,U409,247.96,8,1,AZ
TXN05092,2024-02-25,889356,Refund,7015.13,USD,"Brown, Mclean and Sanchez",Marketing,Bank Transfer,0,None,None,None,U411,376.2,4,2,PH
TXN05093,2024-03-02,641519,Refund,6507.82,USD,Acevedo PLC,Sales,Bank Transfer,0,None,None,None,U214,230.33,4,0,TV
TXN05094,2024-04-22,777405,Credit,8103.59,USD,"Reynolds, Kelly and Tucker",Operations,Bank Transfer,0,None,None,None,U216,293.74,6,3,MG
TXN05095,2024-05-26,732492,Refund,8760.66,USD,Gordon Inc,Payroll,Credit Card,0,None,None,None,U477,494.78,9,1,MM
TXN05096,2024-05-09,219899,Refund,168.34,USD,Walker LLC,Marketing,Bank Transfer,0,None,None,None,U500,103.85,4,3,IS
TXN05097,2024-07-26,883665,Refund,9642.7,USD,Rodriguez and Sons,Sales,Credit Card,0,None,None,None,U481,414.83,7,2,MH
TXN05098,2024-07-26,934928,Debit,7298.99,USD,Scott Ltd,Operations,Credit Card,0,None,None,None,U021,119.4,3,5,KH
TXN05099,2024-02-14,447069,Credit,8974.34,USD,"Baldwin, Rodriguez and Carrillo",Operations,Bank Transfer,0,None,None,None,U431,391.74,5,0,GB
TXN05100,2024-09-11,574371,Debit,463.24,USD,"Moss, Terry and Johnson",Sales,Bank Transfer,0,None,None,None,U063,358.4,10,5,CM
TXN05101,2025-01-01,492042,Refund,8475.67,USD,"Bowen, Kelly and Burns",Operations,Credit Card,0,None,None,None,U024,419.56,3,2,SK
TXN05102,2024-04-03,359383,Refund,1781.81,USD,Kim-Yates,Operations,Credit Card,0,None,None,None,U312,340.57,2,3,MK
